address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
979 Nugent Ave FLOOR 1,10306,1800,40.570892,-74.09849,,1,1,600,35,18,27
328 Stobe Ave FLOOR 2,10306,1800,40.58015,-74.09589,,1,1,800,49,35,15
522 Tysens Ln #1F,10306,1850,40.564144,-74.11727,,2,1,,43,28,15
15 Fawn Ln,10306,1700,40.55521,-74.14038,,1,1,,7,9,8
68 Jacques Ave #2,10306,2800,40.573273,-74.113846,,3,1,1378,40,65,42
2786 Amboy Rd #1,10306,3400,40.569122,-74.12418,,4,2,1500,27,15,8
22 Amber St FLOOR 2,10306,3100,40.56751,-74.128235,,3,2,1300,7,19,15
19 Aultman Ave #1,10306,2600,40.57354,-74.136284,,2,2,860,7,4,4
2052 Richmond Rd,10306,8800,40.581745,-74.11029,,,,,36,29,19
47 Cedarview Ave FLOOR 2,10306,2500,40.56604,-74.13019,,3,1,1288,8,23,15
