address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
225 E 47th St APT 4H,10017,3400,40.75369,-73.97095,,1,1,550,65,107,92
142 E 49th St APT 9A,10017,4000,40.755405,-73.972305,,1,1,,71,101,92
45 Tudor City Pl APT 410,10017,3700,40.74915,-73.97004,,1,1,,60,87,100
301 E 45th St APT 11D,10017,3595,40.751774,-73.97037,,1,1,,65,109,100
212 E 47th St APT 21D,10017,4475,40.753273,-73.97166,,1,1,,61,105,100
325 E 41st St APT 111,10017,4250,40.748974,-73.97167,,1,1,,63,93,100
236 E 47th St APT 20C,10017,4250,40.753086,-73.97069,,1,1,,63,110,92
240 E 47th St APT 10D,10017,6500,40.752857,-73.97043,,1,2,1074,67,110,92
150 E 44th St PH F,10017,4833,40.752205,-73.974174,,,1,545,71,109,100
330 E 46th St APT 7G,10017,3550,40.75158,-73.96904,,,1,384,64,116,100
