address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
3542 Corsa Ave #GF,10469,1700,40.878925,-73.8483,,,1,,0,46,81
2566 Laconia Ave #1,10469,4000,40.864956,-73.85544,,4,2,2300,8,34,65
1413 Pelham Pkwy N #1L,10469,2000,40.858803,-73.845955,,1,1,550,12,22,23
2543 Williamsbridge Rd FLOOR 2,10469,3000,40.86424,-73.85898,,3,1,1000,5,50,81
1021 E 213th St #1,10469,3801,40.876842,-73.855804,,3,2,1280,0,24,77
2731 Hone Ave,10469,2200,40.866528,-73.85798,,1,1,1000,1,42,77
3229 Wickham Ave #2,10469,3800,40.875034,-73.84065,,3,1,1000,0,22,77
3059 Gunther Ave FLOOR 1,10469,3000,40.871998,-73.84004,,2,1,,3,21,46
2743 Westervelt Ave #2,10469,3800,40.86669,-73.84003,,3,2,,4,20,65
3544 Corsa Ave FLOOR 1,10469,3606,40.87894,-73.848335,,3,2,,0,46,81
