address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
338 W 77th St APT 2A,10024,3875,40.783527,-73.98375,,1,1,,57,58,97
315 W 77th St APT 5D,10024,2300,40.783527,-73.98271,,,1,375,56,70,102
34 W 86th St,10024,2995,40.785767,-73.9712,,,1,475,67,94,115
58 W 84th St APT GF,10024,2750,40.784702,-73.9726,,,1,,63,95,115
344 W End Ave APT 6,10024,4300,40.782463,-73.98215,,1,1,,59,83,102
139 W 80th St APT 1A,10024,4195,40.78334,-73.976074,,1,1,,63,100,107
186 W 80th St APT 4A,10024,4600,40.78356,-73.977554,,1,1,,61,92,107
222 W 83rd St #10H,10024,4695,40.786148,-73.97767,,1,1,,57,94,102
510 Amsterdam Ave #6AA,10024,4595,40.786907,-73.97599,,2,1,,57,99,115
110 W 79th St #1,10024,6010,40.78193,-73.97608,,2,2,1000,64,81,102
