address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
29 Bayonne Ct #1F,10302,1600,40.638092,-74.14129,,1,1,,11,27,95
77 Decker Ave #6,10302,1600,40.630245,-74.134254,,,1,1500,0,38,110
276 Jewett Ave FLOOR 1,10302,1500,40.630363,-74.13059,,,1,,0,30,115
39 Riverside Ln #1F,10302,1450,40.63813,-74.14086,,1,1,,0,26,95
18 Holbernt Ct FLOOR 2,10302,2300,40.62921,-74.1296,,2,1,990,0,51,115
1600 Castleton Ave #1,10302,3464,40.63586,-74.13664,,3,1,800,0,73,105
149 Charles Ave FLOOR 2,10302,3650,40.635227,-74.13624,,5,2,2000,0,75,105
129 Willowbrook Rd #1,10302,2095,40.62131,-74.14418,,1,1,900,0,32,30
243 Jewett Ave #1,10302,3811,40.631145,-74.130356,,3,1,2100,0,33,115
72 Harrison Ave FLOOR 1,10302,2800,40.63658,-74.13702,,3,2,,0,55,105
