address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
10337 91st St #1,11256,1750,40.680294,-73.84795,,1,1,650,63,56,100
149-30 81st St #2,11256,3700,40.668076,-73.85398,,3,2,1100,43,28,10
1144 Blake Ave APT 1R,11256,3811,40.670464,-73.87546,,3,1,900,63,32,105
7911 151st Ave FLOOR 2,11256,3000,40.66719,-73.85535,,3,2,1100,43,27,10
12399 Flatlands Ave APT 2C,11256,3000,40.65767,-73.87704,,2,1,926,37,26,60
1380 Dumont Ave FLOOR 1,11256,2700,40.670063,-73.866936,,2,1,700,57,25,105
987 Hegeman Ave FLOOR 2,11256,2500,40.66672,-73.876465,,2,1,1200,53,22,105
1314 Blake Ave FLOOR 1,11256,2000,40.671474,-73.86822,,1,1,800,60,39,105
15544 79th St,11256,2500,40.663002,-73.85443,,2,2,1500,33,8,5
666 Sapphire St #3,11256,3700,40.66395,-73.855995,,3,2,1100,33,11,10
