address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1229 1st Ave APT 8,10065,3395,40.76436,-73.95886,,1,1,,65,104,102
314 E 62nd St APT 3A,10065,3036,40.762016,-73.96244,,1,1,,68,100,94
1140 1st Ave APT 5,10065,3575,40.761772,-73.96003,,1,1,,71,94,94
406 E 64th St APT 9,10065,2800,40.762295,-73.95922,,1,1,,68,95,94
350 E 62nd St APT 1,10065,4400,40.76151,-73.9609,,1,1,750,71,98,94
403 E 62nd St APT 3C,10065,4350,40.76147,-73.95998,,1,1,619,69,94,94
151 E 62nd St APT 2B,10065,4500,40.764076,-73.96616,,1,1,,72,103,94
1107 1st Ave APT 2D,10065,2875,40.76076,-73.96152,,1,1,,69,99,89
790 Lexington Ave APT 4R,10065,3150,40.76381,-73.96731,,1,1,,75,103,94
210 E 65th St #19L,10065,5195,40.765003,-73.9635,,1,1,520,72,103,94
