address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
158 Hester St #2,10013,4000,40.717564,-73.996956,,1,1,,99,108,92
117 Mulberry St #9,10013,3724,40.717773,-73.99847,,1,1,,99,109,92
46 Grand St APT 5F,10013,3750,40.722652,-74.00395,,1,1,,97,108,102
558 Broome St APT 13,10013,3995,40.72452,-74.005684,,1,1,,93,112,110
117 Mott St APT 3B,10013,4700,40.7178,-73.99745,,2,1,700,97,107,92
171 Mott St #20,10013,4695,40.719913,-73.996315,,2,1,,97,104,92
107 Mott St #4F,10013,4300,40.71749,-73.99764,,1,1,,97,107,92
202 6th Ave,10013,4425,40.72731,-74.0033,,1,1,,91,103,110
384 Broome St APT 1,10013,4700,40.720596,-73.99647,,2,1,,99,96,84
173 Grand St #4A,10013,5350,40.719337,-73.99798,,2,1,872,97,102,84
