address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
60-23 56th Rd #3L,11378,1875,40.724533,-73.905304,,1,1,475,52,48,81
60-29 56th Dr #2B,11378,3500,40.723858,-73.9052,,4,2,1150,53,50,81
57-31A 59th St #2A,11378,2150,40.722214,-73.90818,,1,1,780,55,41,77
66-15 Hull Ave #2,11378,3000,40.727085,-73.89823,,3,2,1200,49,45,81
6926 52nd Dr FLOOR 1,11378,2850,40.732204,-73.894844,,2,1,1100,45,26,42
55-13 Metropolitan Ave #1,11378,5000,40.71314,-73.90833,,,1,5500,64,53,81
69-30 60th Rd APT 2,11378,2980,40.721035,-73.891235,,3,2,1000,47,22,46
53-74 72nd Pl FLOOR 1,11378,3000,40.729225,-73.89135,,2,1,1050,51,48,54
6146 56th St FLOOR 1,11378,3600,40.71413,-73.90772,,3,2,1500,60,49,81
60-24 56th Rd FLOOR 2,11378,2300,40.724365,-73.90532,,1,1,1584,52,49,81
