address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
195 Wellbrook Ave APT 1,10313,1800,40.600563,-74.129845,,2,1,700,0,12,15
50 West St FLOOR 1,10313,1900,40.632946,-74.11845,,2,1,,0,33,77
77 Dongan Ave #2A,10313,1900,40.614895,-74.12211,,2,1,,13,54,27
77 Decker Ave #6,10313,1600,40.630245,-74.134254,,,1,1500,0,33,85
25 Graves St #1,10313,2800,40.605087,-74.12963,,3,1,1000,0,22,19
21 Winthrop Pl FLOOR 1,10313,3058,40.614056,-74.12122,,2,1,1000,12,69,27
18 Holbernt Ct FLOOR 2,10313,2300,40.62921,-74.1296,,2,1,990,0,44,88
6 Joan Pl FLOOR 2,10313,2762,40.617424,-74.1239,,1,1,650,7,28,23
335 Cheves Ave,10313,5000,40.61558,-74.13768,,3,2,1100,3,19,12
14 Roanoke St FLOOR 1,10313,3700,40.597244,-74.13346,,3,3,1800,0,7,15
