address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
16 E 183rd St,10453,1889,40.85839,-73.90308,,1,1,1019,52,82,85
1738 University Ave #6G,10453,1850,40.84885,-73.91709,,1,1,,48,74,81
1710 Montgomery Ave APT 3G,10453,1700,40.84999,-73.91892,,1,1,,43,56,81
1690 Nelson Ave APT 3E,10453,1830,40.847782,-73.91708,,2,1,,48,78,81
150 W 179th St #4R,10453,2099,40.855244,-73.91378,,1,1,648,45,48,77
1845 Andrews Ave S #4,10453,3295,40.852524,-73.91495,,3,2,950,41,54,81
1820 Loring Pl S APT 2B,10453,2800,40.852497,-73.9156,,3,1,1200,41,53,81
108 E 182nd St #1,10453,2850,40.8564,-73.90241,,2,1,600,52,84,81
43 W 177th St #1,10453,4095,40.850555,-73.91184,,3,3,1800,51,59,85
111 E 182nd St,10453,2900,40.856773,-73.90222,,2,1,650,52,90,81
