address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
2072 Frederick Douglass Blvd APT 2B,10026,3100,40.801888,-73.9568,,1,1,750,61,84,81
2098 Frederick Douglass Blvd APT 2I,10026,3250,40.802734,-73.956184,,1,1,646,60,85,81
143 W 119th St APT 2B,10026,2950,40.80491,-73.949936,,1,1,600,53,69,86
137 W 110th St APT 5A,10026,3575,40.7991,-73.95388,,1,1,720,56,56,81
250 Manhattan Ave APT 5A,10026,4500,40.80142,-73.95908,,2,2,850,63,72,81
276 W 119th St,10026,4390,40.805935,-73.953545,,2,1,,56,78,94
227 W 112th St APT 3,10026,3500,40.80123,-73.95516,,2,1,1000,59,57,81
2074 Frederick Douglass Blvd APT 4C,10026,3295,40.80195,-73.95676,,1,1,900,63,84,81
2212 Frederick Douglass Blvd APT 5B,10026,3445,40.80642,-73.95351,,2,1,,60,72,94
235 W 116th St,10026,3195,40.804195,-73.95409,,2,1,,60,76,86
