address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
176-01 93rd Ave #1,11433,2750,40.706795,-73.78419,,2,1,1100,28,48,81
15043 113th Ave,11433,3700,40.68772,-73.793,,3,1,920,28,38,81
10325 169th St FLOOR 2,11433,3500,40.702538,-73.78854,,3,2,1100,24,26,81
109-58 153rd St #2,11433,3700,40.690445,-73.79625,,3,2,1300,32,25,85
18025 Liberty Ave,11433,14000,40.70558,-73.77968,,,,,20,28,65
15017 107th Ave #1,11433,3777,40.69482,-73.80061,,3,2,700,31,43,77
10739 165th St FLOOR 2,11433,3000,40.698143,-73.789314,,3,2,1250,27,26,81
110-33 178th St FLOOR 2,11433,3300,40.69784,-73.77587,,3,3,2000,9,16,19
10819 Guy R Brewer Blvd APT 3,11433,3800,40.696163,-73.79061,,4,1,2312,24,29,62
163-27 Phroane Ave FLOOR 2,11433,3200,40.69091,-73.78602,,3,2,1250,27,23,85
