address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
72 Wadsworth Ter #2Z,10040,1956,40.85679,-73.930504,,1,1,900,35,77,105
608 W 190th St UNIT 34,10040,1925,40.85503,-73.92992,,1,1,,32,99,110
520 W 190th St APT 2A,10040,1995,40.854126,-73.928116,,1,1,,35,96,110
46 Wadsworth Ter APT 6,10040,1975,40.8561,-73.93113,,1,1,,36,84,110
112 Nagle Ave #F3,10040,2495,40.86106,-73.92713,,2,1,850,35,103,100
660 Fort Washington Ave APT 5G,10040,3995,40.85629,-73.935684,,3,1,1200,31,62,110
615 Fort Washington Ave APT 6H,10040,3200,40.855686,-73.937035,,2,1,700,32,62,110
651 W 188th St APT 3G,10040,2995,40.85456,-73.93236,,1,1,700,32,87,110
66 Overlook Ter #D2,10040,3695,40.854946,-73.935646,,2,1,,35,69,110
4568 Broadway #PHK,10040,3125,40.859898,-73.93086,,1,1,,33,60,105
