address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
3310 Avenue H APT 3M,11210,1899,40.6315,-73.943275,,1,1,,48,56,115
1655 Flatbush Ave APT A908,11210,1800,40.630707,-73.94403,,,1,,48,64,115
145 Kenilworth Pl #6A,11210,2975,40.63271,-73.94846,,1,1,556,56,79,120
1620 New York Ave #5D,11210,2399,40.633152,-73.9451,,1,1,501,53,67,120
1413 New York Ave APT 2A,11210,2770,40.637775,-73.94433,,2,1,790,57,39,120
1412 Brooklyn Ave APT 1G,11210,2223,40.638103,-73.94353,,1,1,655,57,22,115
2012 Nostrand Ave #5,11210,3500,40.636555,-73.948364,,3,2,,59,65,120
1489 Brooklyn Ave #3A,11210,3075,40.63682,-73.942055,,2,2,,56,26,115
2016 Farragut Rd UNIT 1D,11210,2850,40.635258,-73.95731,,2,1,,60,33,105
979 E 34th St #3F,11210,2900,40.632343,-73.94343,,2,2,,49,52,115
