address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1173 Tinton Ave #2A,10456,1858,40.828537,-73.90105,,1,1,700,21,46,85
1326 Clay Ave #3,10456,3100,40.834816,-73.90895,,3,1,875,37,45,88
1150 Grant Ave APT 1,10456,2500,40.832024,-73.91555,,2,1,700,52,64,85
1243 College Ave #101,10456,2000,40.83401,-73.912926,,1,1,500,51,62,85
1398 Clay Ave APT 2,10456,3900,40.836956,-73.90772,,4,1,1000,47,45,85
1389 Clay Ave #1,10456,4111,40.836792,-73.908104,,4,1,1000,47,46,85
1385 Clay Ave APT 1,10456,4111,40.83669,-73.90839,,4,1,1100,47,47,85
803 E 161st St APT 2,10456,3811,40.821064,-73.90285,,4,1,750,36,61,85
763 Jackson Ave APT 3,10456,3250,40.8191,-73.90693,,3,1,700,35,49,85
1228 Morris Ave #1,10456,3464,40.833797,-73.91343,,3,2,1000,52,61,85
