address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
502 9th Ave APT 4A,10018,3950,40.75591,-73.99407,,1,1,550,77,94,78
307 W 39th St #2B,10018,3870,40.75577,-73.99164,,1,1,450,81,87,76
488 7th Ave #3L,10018,3900,40.752583,-73.98983,,1,1,,83,87,78
452 W 36th St #1C,10018,3700,40.755436,-73.99776,,1,1,,76,92,75
515 9th Ave #6K,10018,4500,40.756367,-73.99436,,1,1,638,77,97,78
484 9th Ave #4A,10018,4595,40.75526,-73.994545,,2,1,,76,96,82
462 9th Ave APT 4,10018,2800,40.754444,-73.99532,,1,1,,79,92,82
508 9th Ave APT 5FN,10018,2700,40.75612,-73.994095,,1,1,,77,95,78
525 9th Ave APT 3A,10018,2750,40.75679,-73.99414,,1,1,,77,94,78
532 9th Ave #2D,10018,3800,40.75668,-73.99351,,2,1,,77,95,72
