address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
153 Heyward St #1,11206,3850,40.702545,-73.95526,,1,1,550,92,32,77
311 Hart St APT 2B,11206,3100,40.694595,-73.9384,,1,1,600,91,54,77
177 Leonard St #1B,11206,2300,40.709644,-73.947174,,1,1,900,88,78,81
265 Melrose St APT 3L,11206,3500,40.702152,-73.92991,,2,1,720,83,80,77
104 Manhattan Ave APT 4B,11206,4600,40.70601,-73.94441,,3,2,,95,77,77
98 Moore St #2A,11206,4200,40.703644,-73.94158,,2,1,,93,84,77
173 Troutman St APT 1,11206,3750,40.701077,-73.92862,,3,1,825,83,81,77
84 George St #2A,11206,3000,40.702267,-73.93026,,2,1,900,83,80,77
163 Troutman St APT 1L,11206,3550,40.700798,-73.928894,,2,1,,84,75,77
695 Flushing Ave APT 3L,11206,3299,40.700565,-73.94503,,3,1,,93,70,77
