address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
26 King St APT 16,10014,3850,40.727505,-74.00384,,1,1,,89,102,110
67 8th Ave APT 10,10014,3800,40.73936,-74.00321,,,1,425,87,101,92
30 Charlton St APT 4D,10014,3650,40.726826,-74.004456,,,1,,91,105,110
30 Cornelia St APT 14,10014,3600,40.731117,-74.00241,,,1,,91,90,97
117 Perry St APT 20,10014,4300,40.735146,-74.00657,,2,1,,81,98,92
31 Bedford St APT 29,10014,4995,40.729378,-74.00394,,2,1,,89,101,110
32 Cornelia St APT 1C,10014,4250,40.731087,-74.0025,,1,1,,91,90,97
22 Jones St APT 3E,10014,4650,40.731884,-74.00264,,1,1,,89,83,97
236 W 10th St APT 17,10014,6050,40.733673,-74.00547,,1,1,400,85,89,92
16 Barrow St #4C,10014,5300,40.732704,-74.00301,,1,1,,89,85,97
