address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
65-65 Wetherole St #1C,11374,1900,40.725906,-73.85755,,,1,500,45,45,110
85-82 Eliot Ave #2B,11374,1895,40.729527,-73.87102,,,1,,49,36,110
66-15 Thornton Pl APT 3E,11374,2650,40.72313,-73.85771,,1,1,650,40,32,100
6145 98th St APT 10L,11374,2650,40.733578,-73.85903,,1,1,750,47,49,120
6574 Saunders Street # Third Floor,11374,2400,40.727215,-73.857155,,1,1,850,47,60,110
9801 67th Ave APT 6V,11374,3295,40.72416,-73.85559,,2,2,1041,47,57,95
8837 62nd Dr,11374,7000,40.72613,-73.86884,,5,4,3000,41,56,100
63-60 102nd St UNIT A-7,11374,2500,40.73199,-73.854095,,1,1,817,44,56,110
8730 62nd Ave APT 3B,11374,2400,40.728508,-73.86845,,1,1,700,47,47,115
6828 Alderton St #1,11374,2300,40.71497,-73.85854,,1,1,800,47,32,45
