address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
16914 Grand Central Pkwy #1A,11439,1700,40.717525,-73.79594,,1,1,400,20,21,27
172-90 Highland Ave #5P,11439,1995,40.713375,-73.78795,,,1,600,27,54,81
166-25 89th Ave #D1,11439,1600,40.70849,-73.79468,,,1,550,36,79,88
16420 Highland Ave APT 3F,11439,1775,40.710403,-73.79886,,,1,,33,56,85
176-01 93rd Ave #1,11439,2750,40.706795,-73.78419,,2,1,1100,27,48,81
67-23 185th St FLOOR 1,11439,2750,40.735725,-73.78702,,2,1,1075,0,20,23
88-18 150th St #120,11439,2031,40.705135,-73.80605,,1,1,575,39,50,85
88-09 148th St #611,11439,2781,40.704845,-73.80776,,2,1,980,41,75,85
67-02 182nd St #1,11439,2590,40.73855,-73.79161,,1,1,700,9,58,12
73-16 197th St #1,11439,2995,40.735092,-73.7751,,2,1,1025,11,14,12
