address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
686 E 234th St #O,10466,1406,40.894135,-73.85762,,1,1,,0,82,105
4201 Seton Ave,10466,1500,40.895927,-73.83924,,,1,,0,23,40
813 E 225th St APT 3,10466,3700,40.886925,-73.85691,,3,2,1100,0,58,110
3643A Palmer Ave FLOOR 2,10466,3811,40.882545,-73.83732,,3,2,950,3,38,45
1169 E 224th St FLOOR 1,10466,2100,40.882683,-73.84706,,1,1,1000,0,27,105
4156 Wickham Ave #1,10466,3000,40.89323,-73.848564,,2,1,1100,0,32,105
1014 E 224th St APT 2,10466,4111,40.88394,-73.851814,,4,2,,0,31,105
771 E 223rd St FLOOR 1,10466,4828,40.88579,-73.85866,,5,1,,0,53,100
3643 Palmer Ave #1,10466,3811,40.88424,-73.83846,,3,2,900,0,30,70
4167 Barnes Ave FLOOR 3,10466,2150,40.891678,-73.85538,,1,1,800,0,65,105
